data_index_,temperature,solar_ghi
2020-01-05 15:45:00+00:00,278.9056701660156,0.0
2020-01-05 16:00:00+00:00,278.7315368652344,0.0
2020-01-05 16:15:00+00:00,278.6474609375,0.0
2020-01-05 16:30:00+00:00,278.5633850097656,0.0
2020-01-05 16:45:00+00:00,278.47930908203125,0.0
2020-01-05 17:00:00+00:00,278.4088439941406,0.0
2020-01-05 17:15:00+00:00,278.3520202636719,0.0
2020-01-05 17:30:00+00:00,278.2951965332031,0.0
2020-01-05 17:45:00+00:00,278.2383728027344,0.0
2020-01-05 18:00:00+00:00,278.1855163574219,0.0
2020-01-05 18:15:00+00:00,278.1366271972656,0.0
